cluster_id,n_members,keep_id,drop_ids,keep_n_patches,splits,cross_split,isup,gleason,image_ids
11,21,c2ded53ea0656e34e71bc8993b90650d,1443a8d2509ecfda39e42fe18ce2d864;1afb7eb814308f8491a88398a6068422;1c6e04c29601f73eed22bd7b6381b8e1;1febe89c017446eadebd0fce9a68b537;2e9e4edca77424744faf152caf4408bc;30714dc10ad30cb8cda2ed487ebd4934;35b5971800492e04d2ecd6b3439b0017;4aae2215d4d4ca911f61b2f159c188d5;616abef9b646a96fb3f9fa9171d98e28;644009d197e73a26659353807e116e84;773d5f35cb242573885d18d302a9157c;7790f122a65e43cbf84165a610eefcfd;7d86f8993e77d4f99ed19b2965d5067d;85498a9955849a6c8292b35b66628cae;8cee5821fbe1d9167183271a8c6ae83a;b339154c789a5103d16f3cde70f20fb9;b4806746e850d3bdeee7b7491c93dc44;dbf09c7c30806ef30dca99273d05075b;e528d21e5e6c87a9a1579214f6ec345d;f815e7ebafbbfa2578e3abadc8a5d15b,226,test;train;val,True,2,3+4,1443a8d2509ecfda39e42fe18ce2d864;1afb7eb814308f8491a88398a6068422;1c6e04c29601f73eed22bd7b6381b8e1;1febe89c017446eadebd0fce9a68b537;2e9e4edca77424744faf152caf4408bc;30714dc10ad30cb8cda2ed487ebd4934;35b5971800492e04d2ecd6b3439b0017;4aae2215d4d4ca911f61b2f159c188d5;616abef9b646a96fb3f9fa9171d98e28;644009d197e73a26659353807e116e84;773d5f35cb242573885d18d302a9157c;7790f122a65e43cbf84165a610eefcfd;7d86f8993e77d4f99ed19b2965d5067d;85498a9955849a6c8292b35b66628cae;8cee5821fbe1d9167183271a8c6ae83a;b339154c789a5103d16f3cde70f20fb9;b4806746e850d3bdeee7b7491c93dc44;c2ded53ea0656e34e71bc8993b90650d;dbf09c7c30806ef30dca99273d05075b;e528d21e5e6c87a9a1579214f6ec345d;f815e7ebafbbfa2578e3abadc8a5d15b
12,20,9b19a8b453e20a9b9e27385cb4f65056,0cbfd6b7a0e0e936db19b032096621ad;3153fb3c7de0d4451a51d7899b9107dc;44bd92639cb37e2cc41d253bc4671241;548590e1e989bb302539aa8ef1e9809c;61b70ccd7da821f89bae917b204242a5;68a362123aff27d79dbc5284a948030c;7a059d43b8f1c7c231a2257df8a1a9cb;7a7df1b2eabf6a5b55cba56cd312fcc5;7b7884a293fae272689b6d18e245dbe7;8b126306391fa2af0f8bea265f2c9666;95a85a81c83b5998c80585869737df0b;96ebc7a4719a1f87e0d0c6623e32e48a;a308ca65706ab18e463dbfa9b0c12e3a;ad7215256adde5b4a70de73d561adbb8;b4265cba12f772b5bb29989f775f8906;bca42350673fb369f1fdbb6918bff701;cac4a6e019153f88b52ae2fba6b20cef;d85e14b5f57f220ccd80ca6f02f6b56b;ff28b460869954e8ba28ff6b9919e46a,159,train;val,True,4,4+4,0cbfd6b7a0e0e936db19b032096621ad;3153fb3c7de0d4451a51d7899b9107dc;44bd92639cb37e2cc41d253bc4671241;548590e1e989bb302539aa8ef1e9809c;61b70ccd7da821f89bae917b204242a5;68a362123aff27d79dbc5284a948030c;7a059d43b8f1c7c231a2257df8a1a9cb;7a7df1b2eabf6a5b55cba56cd312fcc5;7b7884a293fae272689b6d18e245dbe7;8b126306391fa2af0f8bea265f2c9666;95a85a81c83b5998c80585869737df0b;96ebc7a4719a1f87e0d0c6623e32e48a;9b19a8b453e20a9b9e27385cb4f65056;a308ca65706ab18e463dbfa9b0c12e3a;ad7215256adde5b4a70de73d561adbb8;b4265cba12f772b5bb29989f775f8906;bca42350673fb369f1fdbb6918bff701;cac4a6e019153f88b52ae2fba6b20cef;d85e14b5f57f220ccd80ca6f02f6b56b;ff28b460869954e8ba28ff6b9919e46a
13,20,c7793b26c758ddf3e9d6561c31d394d4,0b4fba162fc179a4cf63cc986f72ac4c;134d69e06d397dc06ed6794b737c63fd;35d511cc9aa867856fadbe6ebf464d78;3916b0e11e209f1afa4cbcadb3f1b9dc;47f34de873955e8e03e954e3882d747f;605dda4fe6ac848340fecec8714fe760;7d3af9f4ccc93603028c8bcacf2d4dff;7e6194d098fcf07efafbe3803cb4c321;83300a2310d4bcca4194a54e5c276af0;84405e9c0ebeae71e44866948dbb6e92;a53b780941263a252bea531c73f2294d;a8e5f38315214944e502edfdc986ea2f;aa176f6d6e5674ccf6e19ef3aeb3e243;bb8c26c5d0ec96b601d3ac2bd4fb2283;be56b8fd2f70cb10e72deae6baedcd51;c6aaacd8596e722608ac744e7355c0b3;d1766314b6c9a6f528f4cb6643798d41;ed5eca047605a7a754ebc7889f76df63;f4ee61458d542b826014e72cb224a0b6,198,test;train;val,True,5,4+5,0b4fba162fc179a4cf63cc986f72ac4c;134d69e06d397dc06ed6794b737c63fd;35d511cc9aa867856fadbe6ebf464d78;3916b0e11e209f1afa4cbcadb3f1b9dc;47f34de873955e8e03e954e3882d747f;605dda4fe6ac848340fecec8714fe760;7d3af9f4ccc93603028c8bcacf2d4dff;7e6194d098fcf07efafbe3803cb4c321;83300a2310d4bcca4194a54e5c276af0;84405e9c0ebeae71e44866948dbb6e92;a53b780941263a252bea531c73f2294d;a8e5f38315214944e502edfdc986ea2f;aa176f6d6e5674ccf6e19ef3aeb3e243;bb8c26c5d0ec96b601d3ac2bd4fb2283;be56b8fd2f70cb10e72deae6baedcd51;c6aaacd8596e722608ac744e7355c0b3;c7793b26c758ddf3e9d6561c31d394d4;d1766314b6c9a6f528f4cb6643798d41;ed5eca047605a7a754ebc7889f76df63;f4ee61458d542b826014e72cb224a0b6
14,19,bbcd685ce62f785a441a2c8246fa93a6,1131645a3637519663bd25b10778f048;11987580ef3e38921af9931918c88a26;1bd161a24fc63eed0e1bc3742e0dc7fd;2230a7655194054d5b1d2b52998d1585;3858dedc8e091fc0315c50e7f8d74a56;824dfb4e8eb256cde52493d8667bfe10;8ca4eea53dab8fb41f2ba01deb4e84db;8d46a2e2abae5735ae3334c0b0fe8c34;908f1b399873681da17cd24b94c85714;a04e7045f6c84f25498e256ebff77ac2;af6fbe10ab6b3bb50812e4c44b54438f;b0d5c1e2c6bc18f2736f06feecccafb4;b31d1678d2148a94702ffa5bd6ac3aba;b61a1c350af793cba5f2e936ed314627;c0e652d920384bc328d1e1283178b566;c7895d9d29c159cc4d57f07cf7d755b2;d10444705e9e97c52affab94ba03f7be;f90b38ef792d1763de8a25d33fdff1cc,124,test;train;val,True,1,3+3,1131645a3637519663bd25b10778f048;11987580ef3e38921af9931918c88a26;1bd161a24fc63eed0e1bc3742e0dc7fd;2230a7655194054d5b1d2b52998d1585;3858dedc8e091fc0315c50e7f8d74a56;824dfb4e8eb256cde52493d8667bfe10;8ca4eea53dab8fb41f2ba01deb4e84db;8d46a2e2abae5735ae3334c0b0fe8c34;908f1b399873681da17cd24b94c85714;a04e7045f6c84f25498e256ebff77ac2;af6fbe10ab6b3bb50812e4c44b54438f;b0d5c1e2c6bc18f2736f06feecccafb4;b31d1678d2148a94702ffa5bd6ac3aba;b61a1c350af793cba5f2e936ed314627;bbcd685ce62f785a441a2c8246fa93a6;c0e652d920384bc328d1e1283178b566;c7895d9d29c159cc4d57f07cf7d755b2;d10444705e9e97c52affab94ba03f7be;f90b38ef792d1763de8a25d33fdff1cc
15,19,b13961504ea859ff34a150bc19fed335,15be10044a3e4b704d0822432416fde4;25a27922edaf3f338e8693ededcbe1c2;478261713d5379009e2f1be1ad3deb63;500b90c3e7eba2e3b25818a8c1834d45;6b53efd54fcafb28657d482fc492fd61;6d567f83ca7130da285fcb26d3537762;757b927de93c8083c392f2248529d29a;82c289e2fb53713789599f77cf368bc6;85476f0cdde5f4f30e47541d5ba44586;a3794ec31a02fbf429486dd464f83d25;b95035c00e6e99f3b4e3cd210700f6ce;bfc5aa2abac6018b587819bf87cb1f9a;d2e8ff5257ef522c1d7bef30c96d06df;d49075075de98ba225b3306bc8cfca44;da84230d35b22a900b153d5cb969a7a7;eb9d4025d77205c0dda3d5f7431ce1b8;f0aa8148ce45747389ea072aaaae57ae;fd34d5fda33d3e8281837a2a4511f7fd,109,test;train;val,True,4,4+4,15be10044a3e4b704d0822432416fde4;25a27922edaf3f338e8693ededcbe1c2;478261713d5379009e2f1be1ad3deb63;500b90c3e7eba2e3b25818a8c1834d45;6b53efd54fcafb28657d482fc492fd61;6d567f83ca7130da285fcb26d3537762;757b927de93c8083c392f2248529d29a;82c289e2fb53713789599f77cf368bc6;85476f0cdde5f4f30e47541d5ba44586;a3794ec31a02fbf429486dd464f83d25;b13961504ea859ff34a150bc19fed335;b95035c00e6e99f3b4e3cd210700f6ce;bfc5aa2abac6018b587819bf87cb1f9a;d2e8ff5257ef522c1d7bef30c96d06df;d49075075de98ba225b3306bc8cfca44;da84230d35b22a900b153d5cb969a7a7;eb9d4025d77205c0dda3d5f7431ce1b8;f0aa8148ce45747389ea072aaaae57ae;fd34d5fda33d3e8281837a2a4511f7fd
16,18,3b89fac978a021d49806d2f75cc9f4c2,082fd0a9f827b00494feb039b53b5500;130019276ea41cbc9c01147481b1d6db;1d735506b1d8339520792d6e8ccb2194;1e3397833ac1ae92d092f0662f9cb259;287954ebec5531c31c41010a31ca23b8;30dbd061bed3964c478e64269bb5870e;3752b697cae9f81a9d5ffe44dac58e7a;38da5a625694c55fccb0c6daeb2fdd58;506eec1a2c0a806ef10ff76a9934cfe0;620261483418740878617c4e04015457;6c31153c5dffb6276f8adee046a09166;71284c0b091060bd4d353a9e94c8a491;77de0e765d8729e7386589f21961279f;8a21fc0aed2fd06a8b3fe4824c53413e;8d4d03f080d431387a79cfbca4065dbd;db50ae671fd181d31c89728e6a71e582;e46cd9a60e519442571060be59a55149,224,test;train;val,True,5,4+5,082fd0a9f827b00494feb039b53b5500;130019276ea41cbc9c01147481b1d6db;1d735506b1d8339520792d6e8ccb2194;1e3397833ac1ae92d092f0662f9cb259;287954ebec5531c31c41010a31ca23b8;30dbd061bed3964c478e64269bb5870e;3752b697cae9f81a9d5ffe44dac58e7a;38da5a625694c55fccb0c6daeb2fdd58;3b89fac978a021d49806d2f75cc9f4c2;506eec1a2c0a806ef10ff76a9934cfe0;620261483418740878617c4e04015457;6c31153c5dffb6276f8adee046a09166;71284c0b091060bd4d353a9e94c8a491;77de0e765d8729e7386589f21961279f;8a21fc0aed2fd06a8b3fe4824c53413e;8d4d03f080d431387a79cfbca4065dbd;db50ae671fd181d31c89728e6a71e582;e46cd9a60e519442571060be59a55149
17,17,6ac9e66e78a3eb76259395c7b3ed8dac,0277b937ddc8679ae69b3c54bfd714f1;040847f885854a69d231c46196288d46;0e5ede875ccdf25c8f1cb9b26fb64dc7;1665277114b8f7349da97f801a0e8061;1d3d8045a44963e4367b437fdf361dc5;1f43e244b01c44b24a7086ed2dee7bff;25e85593a9a51bbe10d9a2821cb096d9;78138d4fc0b8fceb04138cd44d4a4fdd;87a463cb0b4da2f78e25cd0986475367;8c5c7ff38873658e6047f7bd39ba0a98;9c181659ec10a2d3c0d61ce45ef6d16b;9ffb9e9e7be39a7af216779a06a6302b;ae607241f09b3b41864703c488ccd111;c44a5ab52208c849f13befab056c7559;cdffccb112b4bc1ccd2dcc1cc3e948cd;da02528d2ac0b705067ad134179791d2,177,test;train;val,True,5,5+4,0277b937ddc8679ae69b3c54bfd714f1;040847f885854a69d231c46196288d46;0e5ede875ccdf25c8f1cb9b26fb64dc7;1665277114b8f7349da97f801a0e8061;1d3d8045a44963e4367b437fdf361dc5;1f43e244b01c44b24a7086ed2dee7bff;25e85593a9a51bbe10d9a2821cb096d9;6ac9e66e78a3eb76259395c7b3ed8dac;78138d4fc0b8fceb04138cd44d4a4fdd;87a463cb0b4da2f78e25cd0986475367;8c5c7ff38873658e6047f7bd39ba0a98;9c181659ec10a2d3c0d61ce45ef6d16b;9ffb9e9e7be39a7af216779a06a6302b;ae607241f09b3b41864703c488ccd111;c44a5ab52208c849f13befab056c7559;cdffccb112b4bc1ccd2dcc1cc3e948cd;da02528d2ac0b705067ad134179791d2
18,17,a1edceba3500660a6c75be946b20242b,11a715facad7b619e3213ce126be1c77;1c9bf14436cc28f6281f44f73d6fddc8;1e73a4d3e89de944a6c309defde99839;48440a60d18ab8e5a6f09de20a50bb27;4848dd56a8f4a49a77f8535469b9de1e;4889d1102cccd3a96257d9966309d793;6caa7b567d4e6f6911014f796e288999;6e492df128e671c548bf49fd855c42ce;784c60e4447c017aaa12f2013352b92b;96e3a3cfac2bdbcf4b6dd1745f818131;a5fafb0a3acf7f9e59d4a2549935798a;a82ab9e22ff10be0575503d3262a1a61;bbbe47a9dda0f30ae9d6457531b84ffa;c9600084eb770e9fd5eecff32421e4d3;dae6944419535df993a53a9c3b0f8245;f4fb736869313562fdc74a65b7b9eb2a,153,test;train;val,True,4,4+4,11a715facad7b619e3213ce126be1c77;1c9bf14436cc28f6281f44f73d6fddc8;1e73a4d3e89de944a6c309defde99839;48440a60d18ab8e5a6f09de20a50bb27;4848dd56a8f4a49a77f8535469b9de1e;4889d1102cccd3a96257d9966309d793;6caa7b567d4e6f6911014f796e288999;6e492df128e671c548bf49fd855c42ce;784c60e4447c017aaa12f2013352b92b;96e3a3cfac2bdbcf4b6dd1745f818131;a1edceba3500660a6c75be946b20242b;a5fafb0a3acf7f9e59d4a2549935798a;a82ab9e22ff10be0575503d3262a1a61;bbbe47a9dda0f30ae9d6457531b84ffa;c9600084eb770e9fd5eecff32421e4d3;dae6944419535df993a53a9c3b0f8245;f4fb736869313562fdc74a65b7b9eb2a
19,17,a59374f392ff144bfbe15d5b03c23588,01d20d68bce47bec01d816b893630f18;27b29f95c9715edd273ed25920611a63;2e1107832601b1d8e00fef91a5a41f69;2fd30e8bcadfd927b8280fb9d7fdb610;3ae9efed0835dad28f0c0763533290f1;45b107368018ae2d6174aa5c1c6aa29c;58c59865a2b61e6dcd15fdd75c03f8ce;71a3a451b367b93c6128e26c1516379d;7c7ba4a041b9bedb14fd83e7da0ac6e2;af4e9bbfb08853b7b2813331fbe5b877;b8f511d4afc6bed859861487f76a14d0;bc8042b8de3ce084219ac65217fc9e0a;bfcc9e5ac8e39cf903c5a70ca5f8e2e7;cdf40333dfe2afec1a4c54d9eeb1ec7a;f1079a2a43462e7cbaa60faec097b2f6;f55f2ee739e6885b33a64d5171b7706c,154,test;train;val,True,1,3+3,01d20d68bce47bec01d816b893630f18;27b29f95c9715edd273ed25920611a63;2e1107832601b1d8e00fef91a5a41f69;2fd30e8bcadfd927b8280fb9d7fdb610;3ae9efed0835dad28f0c0763533290f1;45b107368018ae2d6174aa5c1c6aa29c;58c59865a2b61e6dcd15fdd75c03f8ce;71a3a451b367b93c6128e26c1516379d;7c7ba4a041b9bedb14fd83e7da0ac6e2;a59374f392ff144bfbe15d5b03c23588;af4e9bbfb08853b7b2813331fbe5b877;b8f511d4afc6bed859861487f76a14d0;bc8042b8de3ce084219ac65217fc9e0a;bfcc9e5ac8e39cf903c5a70ca5f8e2e7;cdf40333dfe2afec1a4c54d9eeb1ec7a;f1079a2a43462e7cbaa60faec097b2f6;f55f2ee739e6885b33a64d5171b7706c
20,16,85625c85e373a173e14ef00da2e5218d,06334c520d4bd54eb501a49f42158a80;1c239449d7f8707211a0e6821848a1c1;1dd5326b67781543971d89e31d32ab9b;35c7912e941c9bf21594deeda6c891e2;3e3d938e4279c4339473f26a7eb5020e;446664c5c1545096585825aad5bc9310;626469f984e371b3f674799c022a64ab;6a10c173386248ef4f11ce0cedc0622e;716055036e3c107c1531535fbf8f5cf1;7d80be46df79c4afb186fc953f934399;a5fc7a2b37df563ea4ecad2d5c5b4778;a81c58ea428c6c69d39e3555c2ace373;b0a13d9ac8f8200e12ae492f8155ef4e;cf1c7e7e632db44c5ca6de473da247e6;d874fa822ef1370253f2e72f8d9b483f,169,test;train,True,3,4+3,06334c520d4bd54eb501a49f42158a80;1c239449d7f8707211a0e6821848a1c1;1dd5326b67781543971d89e31d32ab9b;35c7912e941c9bf21594deeda6c891e2;3e3d938e4279c4339473f26a7eb5020e;446664c5c1545096585825aad5bc9310;626469f984e371b3f674799c022a64ab;6a10c173386248ef4f11ce0cedc0622e;716055036e3c107c1531535fbf8f5cf1;7d80be46df79c4afb186fc953f934399;85625c85e373a173e14ef00da2e5218d;a5fc7a2b37df563ea4ecad2d5c5b4778;a81c58ea428c6c69d39e3555c2ace373;b0a13d9ac8f8200e12ae492f8155ef4e;cf1c7e7e632db44c5ca6de473da247e6;d874fa822ef1370253f2e72f8d9b483f
21,15,9244b109ff28b15a04941fbc00a5caeb,0550b23f29085f41b10d165a46ad4371;145ae6f948b36cb450a7eeb9cbac4cfa;37355e29029bdc13096902e0d82a9b88;3a2543c397bd17d87f9f73ac1a1a6646;52e38cf820ba3f92ca415cb2a2672ea0;74a3e5ce5ddfb279a32bbcd378b5474b;aed7330d040f019f279d673133cbfe53;c2230eb928a225c9cbb7d247cbde2b4a;c6064ec61ea9949ec065ed31f2565978;cfc8739fcc8e3d89f162ef4718c4e4c5;d1ec2a1c9426ba4bcd9a5bb5fd047ee9;d76f1860a05496c0eb2d8c6479f9bee6;d7e2b72270a8d5d8a5f06ec87cff735b;def79acd1fba29e18079fd3925b7ae92,187,test;train;val,True,5,4+5,0550b23f29085f41b10d165a46ad4371;145ae6f948b36cb450a7eeb9cbac4cfa;37355e29029bdc13096902e0d82a9b88;3a2543c397bd17d87f9f73ac1a1a6646;52e38cf820ba3f92ca415cb2a2672ea0;74a3e5ce5ddfb279a32bbcd378b5474b;9244b109ff28b15a04941fbc00a5caeb;aed7330d040f019f279d673133cbfe53;c2230eb928a225c9cbb7d247cbde2b4a;c6064ec61ea9949ec065ed31f2565978;cfc8739fcc8e3d89f162ef4718c4e4c5;d1ec2a1c9426ba4bcd9a5bb5fd047ee9;d76f1860a05496c0eb2d8c6479f9bee6;d7e2b72270a8d5d8a5f06ec87cff735b;def79acd1fba29e18079fd3925b7ae92
22,14,8ed8da75b8a46d9e025378993e4dc41e,0eb4c1db923d5395c5eb15e8850804ed;2009aa01bb165a3c8a6b3d5a633ca9ce;4989c79e165ce9eaae95f44820c11b6a;4e8d7f8d403847cc6c2f08d80f4ba223;68d72c5e4c104168c1a12ef520fbed6c;8f8d20fc6e9b6aa3b145e359e104eac4;92c47e36f3e35b80eb8798558ad37e10;b53db1580f4195765d45ddd7c4907e2a;cf811d5af1bb735310b1a7775cd2ee9f;eb15bfa8f37ebcbd3bf26ea07060f491;ec3ec6bac5536595a5837020eb0fa482;fbee536cc1352614dda57bcf0786f387;fda6868aea710b2e286d1b575638050f,224,test;train;val,True,3,4+3,0eb4c1db923d5395c5eb15e8850804ed;2009aa01bb165a3c8a6b3d5a633ca9ce;4989c79e165ce9eaae95f44820c11b6a;4e8d7f8d403847cc6c2f08d80f4ba223;68d72c5e4c104168c1a12ef520fbed6c;8ed8da75b8a46d9e025378993e4dc41e;8f8d20fc6e9b6aa3b145e359e104eac4;92c47e36f3e35b80eb8798558ad37e10;b53db1580f4195765d45ddd7c4907e2a;cf811d5af1bb735310b1a7775cd2ee9f;eb15bfa8f37ebcbd3bf26ea07060f491;ec3ec6bac5536595a5837020eb0fa482;fbee536cc1352614dda57bcf0786f387;fda6868aea710b2e286d1b575638050f
23,14,9d37a84912687a7594646ce21657db2c,264e5e8732450598190acec51da65cdc;5a147e41134b03ab6a358b3db92d30ef;753743ff6e00c61a67516723909f71d7;9b9b11aa65e492ece39e3fde93a89d82;b440e34f6b1bc9abd0844a7ed19a6b45;bacad594d4d9ad882eda3a6738326d52;bcc84573e785de42d7af076ae2b30479;bd465b5e566f6336037c548644e11e16;c245396d5fb0a528ae2983ca28fca472;c3dab3559def60da07e5e8417427f28a;c59ab7f1ea4c892a0845646933cc3b60;d74ad1248c21f6a8ab77a7462e1dec31;e948b70d1e102a039a6b93a4be16b323,110,train;val,True,0,negative,264e5e8732450598190acec51da65cdc;5a147e41134b03ab6a358b3db92d30ef;753743ff6e00c61a67516723909f71d7;9b9b11aa65e492ece39e3fde93a89d82;9d37a84912687a7594646ce21657db2c;b440e34f6b1bc9abd0844a7ed19a6b45;bacad594d4d9ad882eda3a6738326d52;bcc84573e785de42d7af076ae2b30479;bd465b5e566f6336037c548644e11e16;c245396d5fb0a528ae2983ca28fca472;c3dab3559def60da07e5e8417427f28a;c59ab7f1ea4c892a0845646933cc3b60;d74ad1248c21f6a8ab77a7462e1dec31;e948b70d1e102a039a6b93a4be16b323
24,14,d06caef003246b913feba14f74dc9e1a,09a20094c83eaa9c6a8c4f7c92b4bac4;297276e5cd02ffae7626e025bedfd9fa;2ca08ec99224f03e8db1f92682ce82d0;60bf955e8135c580681a253469151ed6;610489a9612f4f28cd140e8326c909fa;6b44920a6758d2dc91635ccb975b3bb7;6deb79f9bae408e2b5bec3b5bb5414dd;73ef865e4905cc6276f0123c87af0882;76a17a9705fd4ab2ccdcdd83fb7245ce;80175c7d26a0677a08f54c5b66af1555;8364aaf55439cd2b1207b7bfa35d79a2;dae39ae3951b77dc5f245fae8b5a0f92;dfa98f57a4842a0f6d78d0c9e59380fa,224,test;train,True,5,5+5,09a20094c83eaa9c6a8c4f7c92b4bac4;297276e5cd02ffae7626e025bedfd9fa;2ca08ec99224f03e8db1f92682ce82d0;60bf955e8135c580681a253469151ed6;610489a9612f4f28cd140e8326c909fa;6b44920a6758d2dc91635ccb975b3bb7;6deb79f9bae408e2b5bec3b5bb5414dd;73ef865e4905cc6276f0123c87af0882;76a17a9705fd4ab2ccdcdd83fb7245ce;80175c7d26a0677a08f54c5b66af1555;8364aaf55439cd2b1207b7bfa35d79a2;d06caef003246b913feba14f74dc9e1a;dae39ae3951b77dc5f245fae8b5a0f92;dfa98f57a4842a0f6d78d0c9e59380fa
25,13,5338e73d016150c190a2c4671919b4ba,173b49fe81aff971168dc5d7ef4124d8;25a213edbcc763a0b37c60d060c028a6;3f0c4e9f8fb3b846e49bb1ca2b3021ef;8434a27f3a5aa65aac6fd2728c31297e;b2545fbd121c537ccb04c90cef91631c;b4f0d7902a6f054dd1236f880fe1b872;bd8574cd5bcbedb9213ca45e8beb7561;db1d65d349a617c13f53307435d42113;dd1de3a4f68b088865866c04b3917f85;e1dad4d35e61a13a237774ccfb24ae9b;f86f614f61dce71662f527ac82b3170b;fae6996aeed84a9a75cbe726be46bab3,140,test;train;val,True,2,3+4,173b49fe81aff971168dc5d7ef4124d8;25a213edbcc763a0b37c60d060c028a6;3f0c4e9f8fb3b846e49bb1ca2b3021ef;5338e73d016150c190a2c4671919b4ba;8434a27f3a5aa65aac6fd2728c31297e;b2545fbd121c537ccb04c90cef91631c;b4f0d7902a6f054dd1236f880fe1b872;bd8574cd5bcbedb9213ca45e8beb7561;db1d65d349a617c13f53307435d42113;dd1de3a4f68b088865866c04b3917f85;e1dad4d35e61a13a237774ccfb24ae9b;f86f614f61dce71662f527ac82b3170b;fae6996aeed84a9a75cbe726be46bab3
26,13,0bc3b1ea9b5e5af3355cfbd9eb7561a1,0bce55d17bcc628e62c843a2420e723d;19963a5a3c42675307056e0be36851cf;4db9a5906b55661f277770dee7a4e3c8;5203b6b2f6c3e46cdb2f09b9d99a5ecd;5dcd43e6710799fbb64f0c250a13d0ff;6aff87e11871f4ce9682eec497239c71;73f6bfb643e1d0d8d3868b7f1f0cd33d;905733a0eeb4e1e2fadca080fecd62da;9cc90be7db3d19f91f43a903142d5bfb;a1eb67fb9f6f39764b1859e175f0995a;c8fa005ff34f3a8d77605437618f1878;d7132253107215db7e9bd88b6a864c14,133,test;train;val,True,3,4+3,0bc3b1ea9b5e5af3355cfbd9eb7561a1;0bce55d17bcc628e62c843a2420e723d;19963a5a3c42675307056e0be36851cf;4db9a5906b55661f277770dee7a4e3c8;5203b6b2f6c3e46cdb2f09b9d99a5ecd;5dcd43e6710799fbb64f0c250a13d0ff;6aff87e11871f4ce9682eec497239c71;73f6bfb643e1d0d8d3868b7f1f0cd33d;905733a0eeb4e1e2fadca080fecd62da;9cc90be7db3d19f91f43a903142d5bfb;a1eb67fb9f6f39764b1859e175f0995a;c8fa005ff34f3a8d77605437618f1878;d7132253107215db7e9bd88b6a864c14
27,13,aaef504823a0043ebc6063bc805baa38,007433133235efc27a39f11df6940829;21f3767f9a827e5b9f64d2a47594ad27;53fd8c8bf3e1a9cc53ee823331428bc2;601216d398fcb7c5f0e05f69ac5734e4;785b6f565b34da9587a5fc441edbd49b;7c0c6effa413bf976a309753c40f8bbe;7e1474b005f731b6948e86fddcee7541;a93b3dcce91f31062dc01695f43cc8ba;ce6a38ef5d41129056e35b787bbba46e;e55c0c51b9ec0963d74029d2de84f85a;efbd55aede0638c4e82fb065d40fa238;f95c0c54f064c14c0502f2b2d12f03ba,177,test;train,True,0,negative,007433133235efc27a39f11df6940829;21f3767f9a827e5b9f64d2a47594ad27;53fd8c8bf3e1a9cc53ee823331428bc2;601216d398fcb7c5f0e05f69ac5734e4;785b6f565b34da9587a5fc441edbd49b;7c0c6effa413bf976a309753c40f8bbe;7e1474b005f731b6948e86fddcee7541;a93b3dcce91f31062dc01695f43cc8ba;aaef504823a0043ebc6063bc805baa38;ce6a38ef5d41129056e35b787bbba46e;e55c0c51b9ec0963d74029d2de84f85a;efbd55aede0638c4e82fb065d40fa238;f95c0c54f064c14c0502f2b2d12f03ba
28,13,d4557d562ab93564514e79c9dbbcc3cd,34c3b4aca1bfb10df42aff5eb5f87281;3babb9b35e40e2bea17239a5a3ffeaec;3eadfdb7feb929568275aab75c0c0710;51eff3eca711a0e2dc3153a420c98c8d;62dc9e6f426847d6d58e12c30e35a35a;92d2d3c1efe901481be93f2f1b4cc2df;99fb9478334093d729eeb281d522ed63;b76e81e3f3d4feae50c826b07a7a919f;cb447241302fbb5026b7cd6837232331;eca065b700e4e44681c2b3d45235a6f9;f84c0dc5ef76aecaa17012a85a7f0a4e;fcf954f576b072584d4271144e57f6d3,132,train,False,3,4+3,34c3b4aca1bfb10df42aff5eb5f87281;3babb9b35e40e2bea17239a5a3ffeaec;3eadfdb7feb929568275aab75c0c0710;51eff3eca711a0e2dc3153a420c98c8d;62dc9e6f426847d6d58e12c30e35a35a;92d2d3c1efe901481be93f2f1b4cc2df;99fb9478334093d729eeb281d522ed63;b76e81e3f3d4feae50c826b07a7a919f;cb447241302fbb5026b7cd6837232331;d4557d562ab93564514e79c9dbbcc3cd;eca065b700e4e44681c2b3d45235a6f9;f84c0dc5ef76aecaa17012a85a7f0a4e;fcf954f576b072584d4271144e57f6d3
29,13,9d283bf4e70970f0a5931a65dd0d5211,08ab45297bfe652cc0397f4b37719ba1;1dda4dfc7a97b5f37085727da5852db2;4600b8e6025b7af1836bedf33e2b5c66;4648da3952ca9db5259d110694b9ea8d;4c52ceaed5d168bffd8f2e0175a6ebbd;5568eb519a51d50f5b2ac52321a6efdd;8d9bf04e714c959d4c571030c51ee9f5;9b6cbe06b1f3e5620fd9ac5e69a8cb4e;cb0a506d82d41888c1e0b1d54649a53c;cdcf73225944d4e87e64f178371d897b;cfdac1ca5172b91340648a9c1ed43a65;f93148f68ff93c84d40d566a6cd1dbab,167,test;train,True,2,3+4,08ab45297bfe652cc0397f4b37719ba1;1dda4dfc7a97b5f37085727da5852db2;4600b8e6025b7af1836bedf33e2b5c66;4648da3952ca9db5259d110694b9ea8d;4c52ceaed5d168bffd8f2e0175a6ebbd;5568eb519a51d50f5b2ac52321a6efdd;8d9bf04e714c959d4c571030c51ee9f5;9b6cbe06b1f3e5620fd9ac5e69a8cb4e;9d283bf4e70970f0a5931a65dd0d5211;cb0a506d82d41888c1e0b1d54649a53c;cdcf73225944d4e87e64f178371d897b;cfdac1ca5172b91340648a9c1ed43a65;f93148f68ff93c84d40d566a6cd1dbab
